City,Year,Grantee,bridge to housing network,emergency shelter,family reunification program,flexible funds,food and nutrition,homeless services,homelessness prevention,homeshare program,housing assistance,housing navigation services,housing stability services,motel voucher,neighborhood revitalization services,opening doors program,outreach,project h.o.p.e.,rapid re housing,rental assistance,restrooms,safe parking,service center,staff and operations,take back the streets,transitional housing,work for hope
San Diego,2019,Downtown San Diego Partnershup,0.0,15693598.76,844000.0,0.0,0.0,0.0,0.0,0.0,232309.0,1850000.0,0.0,0.0,0.0,0.0,0.0,0.0,2974147.0,0.0,0.0,956291.0,0.0,0.0,0.0,4801341.54,0.0
San Diego,2019,Think Dignity,0.0,15693598.76,844000.0,0.0,0.0,0.0,0.0,0.0,232309.0,1850000.0,0.0,0.0,0.0,0.0,0.0,0.0,2974147.0,0.0,0.0,956291.0,0.0,0.0,0.0,4801341.54,0.0
San Diego,2019,Home Start,0.0,15693598.76,844000.0,0.0,0.0,0.0,0.0,0.0,232309.0,1850000.0,0.0,0.0,0.0,0.0,0.0,0.0,2974147.0,0.0,0.0,956291.0,0.0,0.0,0.0,4801341.54,0.0
San Diego,2019,PATH,0.0,15693598.76,844000.0,0.0,0.0,0.0,0.0,0.0,232309.0,1850000.0,0.0,0.0,0.0,0.0,0.0,0.0,2974147.0,0.0,0.0,956291.0,0.0,0.0,0.0,4801341.54,0.0
San Diego,2019,The Salvation Army,0.0,15693598.76,844000.0,0.0,0.0,0.0,0.0,0.0,232309.0,1850000.0,0.0,0.0,0.0,0.0,0.0,0.0,2974147.0,0.0,0.0,956291.0,0.0,0.0,0.0,4801341.54,0.0
San Diego,2019,Alpha Project ,0.0,15693598.76,844000.0,0.0,0.0,0.0,0.0,0.0,232309.0,1850000.0,0.0,0.0,0.0,0.0,0.0,0.0,2974147.0,0.0,0.0,956291.0,0.0,0.0,0.0,4801341.54,0.0
San Diego,2019,Veterans Village of San Diego,0.0,15693598.76,844000.0,0.0,0.0,0.0,0.0,0.0,232309.0,1850000.0,0.0,0.0,0.0,0.0,0.0,0.0,2974147.0,0.0,0.0,956291.0,0.0,0.0,0.0,4801341.54,0.0
San Diego,2019,Father Joe's Village,0.0,15693598.76,844000.0,0.0,0.0,0.0,0.0,0.0,232309.0,1850000.0,0.0,0.0,0.0,0.0,0.0,0.0,2974147.0,0.0,0.0,956291.0,0.0,0.0,0.0,4801341.54,0.0
San Diego,2019,Mental Health Systems,0.0,15693598.76,844000.0,0.0,0.0,0.0,0.0,0.0,232309.0,1850000.0,0.0,0.0,0.0,0.0,0.0,0.0,2974147.0,0.0,0.0,956291.0,0.0,0.0,0.0,4801341.54,0.0
San Diego,2019,Salvation Army of San Diego,0.0,15693598.76,844000.0,0.0,0.0,0.0,0.0,0.0,232309.0,1850000.0,0.0,0.0,0.0,0.0,0.0,0.0,2974147.0,0.0,0.0,956291.0,0.0,0.0,0.0,4801341.54,0.0
San Diego,2019,Mental Health Systems Inc.,0.0,15693598.76,844000.0,0.0,0.0,0.0,0.0,0.0,232309.0,1850000.0,0.0,0.0,0.0,0.0,0.0,0.0,2974147.0,0.0,0.0,956291.0,0.0,0.0,0.0,4801341.54,0.0
San Diego,2019,Alpha Project for the Homeless,0.0,15693598.76,844000.0,0.0,0.0,0.0,0.0,0.0,232309.0,1850000.0,0.0,0.0,0.0,0.0,0.0,0.0,2974147.0,0.0,0.0,956291.0,0.0,0.0,0.0,4801341.54,0.0
San Diego,2019,Family Health Centers of San Diego Inc.,0.0,15693598.76,844000.0,0.0,0.0,0.0,0.0,0.0,232309.0,1850000.0,0.0,0.0,0.0,0.0,0.0,0.0,2974147.0,0.0,0.0,956291.0,0.0,0.0,0.0,4801341.54,0.0
San Diego,2019,YMCA,0.0,15693598.76,844000.0,0.0,0.0,0.0,0.0,0.0,232309.0,1850000.0,0.0,0.0,0.0,0.0,0.0,0.0,2974147.0,0.0,0.0,956291.0,0.0,0.0,0.0,4801341.54,0.0
San Diego,2021,San Diego Youth Services,0.0,20048336.8,894000.0,0.0,0.0,0.0,0.0,0.0,3002187.0,0.0,0.0,0.0,0.0,0.0,2616895.3600000003,0.0,250000.0,0.0,0.0,956921.0,983751.0,74400.0,0.0,1341464.0,0.0
San Diego,2021,Ubran Street Angles,0.0,20048336.8,894000.0,0.0,0.0,0.0,0.0,0.0,3002187.0,0.0,0.0,0.0,0.0,0.0,2616895.3600000003,0.0,250000.0,0.0,0.0,956921.0,983751.0,74400.0,0.0,1341464.0,0.0
San Diego,2021,San Diego LGBT Community Center,0.0,20048336.8,894000.0,0.0,0.0,0.0,0.0,0.0,3002187.0,0.0,0.0,0.0,0.0,0.0,2616895.3600000003,0.0,250000.0,0.0,0.0,956921.0,983751.0,74400.0,0.0,1341464.0,0.0
San Diego,2021,Urban Street Angels,0.0,20048336.8,894000.0,0.0,0.0,0.0,0.0,0.0,3002187.0,0.0,0.0,0.0,0.0,0.0,2616895.3600000003,0.0,250000.0,0.0,0.0,956921.0,983751.0,74400.0,0.0,1341464.0,0.0
San Diego,2021,PATH,0.0,20048336.8,894000.0,0.0,0.0,0.0,0.0,0.0,3002187.0,0.0,0.0,0.0,0.0,0.0,2616895.3600000003,0.0,250000.0,0.0,0.0,956921.0,983751.0,74400.0,0.0,1341464.0,0.0
San Diego,2021,Father Joes Village,0.0,20048336.8,894000.0,0.0,0.0,0.0,0.0,0.0,3002187.0,0.0,0.0,0.0,0.0,0.0,2616895.3600000003,0.0,250000.0,0.0,0.0,956921.0,983751.0,74400.0,0.0,1341464.0,0.0
San Diego,2021,Jewish Family Service,0.0,20048336.8,894000.0,0.0,0.0,0.0,0.0,0.0,3002187.0,0.0,0.0,0.0,0.0,0.0,2616895.3600000003,0.0,250000.0,0.0,0.0,956921.0,983751.0,74400.0,0.0,1341464.0,0.0
San Diego,2021,Alpha Project for the Homeless,0.0,20048336.8,894000.0,0.0,0.0,0.0,0.0,0.0,3002187.0,0.0,0.0,0.0,0.0,0.0,2616895.3600000003,0.0,250000.0,0.0,0.0,956921.0,983751.0,74400.0,0.0,1341464.0,0.0
San Diego,2021,Mental Health Systems Inc.,0.0,20048336.8,894000.0,0.0,0.0,0.0,0.0,0.0,3002187.0,0.0,0.0,0.0,0.0,0.0,2616895.3600000003,0.0,250000.0,0.0,0.0,956921.0,983751.0,74400.0,0.0,1341464.0,0.0
San Diego,2021,Salvation Army of San Diego,0.0,20048336.8,894000.0,0.0,0.0,0.0,0.0,0.0,3002187.0,0.0,0.0,0.0,0.0,0.0,2616895.3600000003,0.0,250000.0,0.0,0.0,956921.0,983751.0,74400.0,0.0,1341464.0,0.0
San Diego,2021,YMCA,0.0,20048336.8,894000.0,0.0,0.0,0.0,0.0,0.0,3002187.0,0.0,0.0,0.0,0.0,0.0,2616895.3600000003,0.0,250000.0,0.0,0.0,956921.0,983751.0,74400.0,0.0,1341464.0,0.0
San Diego,2021,Think Dignity,0.0,20048336.8,894000.0,0.0,0.0,0.0,0.0,0.0,3002187.0,0.0,0.0,0.0,0.0,0.0,2616895.3600000003,0.0,250000.0,0.0,0.0,956921.0,983751.0,74400.0,0.0,1341464.0,0.0
San Diego,2021,Downtown San Diego Partnership,0.0,20048336.8,894000.0,0.0,0.0,0.0,0.0,0.0,3002187.0,0.0,0.0,0.0,0.0,0.0,2616895.3600000003,0.0,250000.0,0.0,0.0,956921.0,983751.0,74400.0,0.0,1341464.0,0.0
San Diego,2022,San Diego LGBT Community Center,0.0,7144448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,733751.0,76048.0,0.0,2191144.0,0.0
San Diego,2022,PATH,0.0,7144448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,733751.0,76048.0,0.0,2191144.0,0.0
San Diego,2022,Father Joes Village,0.0,7144448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,733751.0,76048.0,0.0,2191144.0,0.0
San Diego,2022,Alpha Project for the Homeless,0.0,7144448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,733751.0,76048.0,0.0,2191144.0,0.0
San Marcos,2015,North County Lifeline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17408.0,0.0,0.0,0.0
San Marcos,2015,211 San Diego,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17408.0,0.0,0.0,0.0
San Marcos,2016,North County Lifeline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23210.67,0.0,0.0,0.0
San Marcos,2016,211 San Diego,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23210.67,0.0,0.0,0.0
San Marcos,2017,Bread of Lift Rescue Mission,0.0,62900.0,0.0,0.0,0.0,0.0,0.0,0.0,126000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23210.67,0.0,0.0,0.0
San Marcos,2017,Interfaith Community Services,0.0,62900.0,0.0,0.0,0.0,0.0,0.0,0.0,126000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23210.67,0.0,0.0,0.0
San Marcos,2017,Operation Hope,0.0,62900.0,0.0,0.0,0.0,0.0,0.0,0.0,126000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23210.67,0.0,0.0,0.0
San Marcos,2017,Solutions for Change,0.0,62900.0,0.0,0.0,0.0,0.0,0.0,0.0,126000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23210.67,0.0,0.0,0.0
San Marcos,2017,211 San Diego,0.0,62900.0,0.0,0.0,0.0,0.0,0.0,0.0,126000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23210.67,0.0,0.0,0.0
San Marcos,2018,Alliance for Regional Solutions,0.0,66300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24275.67,0.0,0.0,0.0
San Marcos,2018,211 San Diego,0.0,66300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24275.67,0.0,0.0,0.0
San Marcos,2019,Alliance for Regional Solutions,0.0,125000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18473.0,0.0,0.0,0.0
San Marcos,2019,211 San Diego,0.0,125000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18473.0,0.0,0.0,0.0
San Marcos,2021,Alliance for Regional Solutions,0.0,125000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54763.0,0.0,0.0,0.0
San Marcos,2021,211 San Diego,0.0,125000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54763.0,0.0,0.0,0.0
San Marcos,2022,Alliance for Regional Solutions,0.0,125000.0,0.0,21347.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56792.0,0.0,0.0,0.0
San Marcos,2022,211 San Diego,0.0,125000.0,0.0,21347.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56792.0,0.0,0.0,0.0
San Marcos,2022,Solutions for Change,0.0,125000.0,0.0,21347.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56792.0,0.0,0.0,0.0
Santee,2017,Crisis House,0.0,0.0,0.0,0.0,14470.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santee,2017,Santee Food Bank,0.0,0.0,0.0,0.0,14470.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santee,2018,Crisis House,0.0,0.0,0.0,0.0,14270.0,0.0,5490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santee,2018,Santee Food Bank,0.0,0.0,0.0,0.0,14270.0,0.0,5490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santee,2019,Crisis House,0.0,0.0,0.0,0.0,14050.0,0.0,5620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santee,2019,Santee Food Bank,0.0,0.0,0.0,0.0,14050.0,0.0,5620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santee,2021,East County Chamber of Commerce,0.0,0.0,0.0,5000.0,0.0,6660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santee,2021,Crisis House,0.0,0.0,0.0,5000.0,0.0,6660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vista,2018,Alpha Project ,0.0,24740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13607.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vista,2018,Operation Hope,0.0,24740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13607.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vista,2019,Operation Hope,0.0,26000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vista,2021,Interfaith Community Services,0.0,251267.0,0.0,0.0,0.0,0.0,0.0,35000.0,0.0,0.0,0.0,0.0,0.0,0.0,18334.0,0.0,0.0,0.0,0.0,0.0,0.0,195700.0,0.0,0.0,0.0
Vista,2021,Alpha Project ,0.0,251267.0,0.0,0.0,0.0,0.0,0.0,35000.0,0.0,0.0,0.0,0.0,0.0,0.0,18334.0,0.0,0.0,0.0,0.0,0.0,0.0,195700.0,0.0,0.0,0.0
Vista,2021,North County Lifeline,0.0,251267.0,0.0,0.0,0.0,0.0,0.0,35000.0,0.0,0.0,0.0,0.0,0.0,0.0,18334.0,0.0,0.0,0.0,0.0,0.0,0.0,195700.0,0.0,0.0,0.0
Vista,2021,Operation Hope,0.0,251267.0,0.0,0.0,0.0,0.0,0.0,35000.0,0.0,0.0,0.0,0.0,0.0,0.0,18334.0,0.0,0.0,0.0,0.0,0.0,0.0,195700.0,0.0,0.0,0.0
Vista,2021,Exodus Recovery,0.0,251267.0,0.0,0.0,0.0,0.0,0.0,35000.0,0.0,0.0,0.0,0.0,0.0,0.0,18334.0,0.0,0.0,0.0,0.0,0.0,0.0,195700.0,0.0,0.0,0.0
Vista,2021,Elderhelp of San Diego,0.0,251267.0,0.0,0.0,0.0,0.0,0.0,35000.0,0.0,0.0,0.0,0.0,0.0,0.0,18334.0,0.0,0.0,0.0,0.0,0.0,0.0,195700.0,0.0,0.0,0.0
